term,raw_count_domain,tf,df_wikipedia,idf,tfidf_score,in_wikipedia,below_min_df,domain_score
boro,1,1.0,1916,9.114512,9.114512,true,false,80
electrode,1,1.0,2103,9.021433,9.021433,true,false,80
plating,1,1.0,2444,8.871228,8.871228,true,false,80
conformation,1,1.0,2566,8.822536,8.822536,true,false,80
millimeter,1,1.0,2780,8.742463,8.742463,true,false,80
burner,1,1.0,3190,8.604939,8.604939,true,false,80
ferro,1,1.0,3293,8.573171,8.573171,true,false,80
grounding,1,1.0,3594,8.48573,8.48573,true,false,80
concentric,1,1.0,4095,8.355263,8.355263,true,false,80
quadrant,1,1.0,4305,8.305264,8.305264,true,false,80
deformation,1,1.0,4322,8.301324,8.301324,true,false,80
rupture,1,1.0,4843,8.187533,8.187533,true,false,80
pedestal,1,1.0,5533,8.054363,8.054363,true,false,80
bypassing,1,1.0,5533,8.054363,8.054363,true,false,80
grooves,1,1.0,6339,7.918395,7.918395,true,false,80
mating,1,1.0,8263,7.653365,7.653365,true,false,80
feather,1,1.0,8581,7.615607,7.615607,true,false,80
tow,1,1.0,8935,7.575186,7.575186,true,false,80
alt,1,1.0,10075,7.455117,7.455117,true,false,80
geometry,1,1.0,19905,6.774252,6.774252,true,false,80
composite,1,1.0,20962,6.722515,6.722515,true,false,80
integrity,1,1.0,26320,6.494907,6.494907,true,false,80
interface,1,1.0,27440,6.453235,6.453235,true,false,80
grove,1,1.0,39743,6.082815,6.082815,true,false,80
mechanical,1,1.0,56741,5.726759,5.726759,true,false,80
lockpen,1,1.0,0,16.673029,16.673029,false,false,70
resistance,8,3.079442,79480,5.389756,16.597437,true,false,70
unbonded,175,6.164786,56,12.629978,77.861109,true,false,60
exciter,351,6.860786,280,11.034674,75.706541,true,false,60
bolthole,51,4.931826,20,13.628506,67.213417,true,false,60
clevis,66,5.189655,49,12.761006,66.225215,true,false,60
vane,590,7.380123,2685,8.777221,64.776963,true,false,60
scavenge,192,6.257495,813,9.971069,62.393915,true,false,60
coking,166,6.111988,697,10.12481,61.882714,true,false,60
gearbox,777,7.65544,6198,7.940886,60.790976,true,false,60
ignition,699,7.549651,5592,8.043758,60.727562,true,false,60
bleed,503,7.22059,3951,8.391052,60.588346,true,false,60
teflon,149,6.003946,840,9.938437,59.669844,true,false,60
damper,134,5.89784,1197,9.58462,56.528554,true,false,60
chafing,62,5.127134,330,10.870911,55.736619,true,false,60
valve,618,7.426488,12239,7.260564,53.920497,true,false,60
harness,322,6.774552,7018,7.816653,52.954318,true,false,60
spinner,169,6.129899,3258,8.583853,52.618151,true,false,60
deflector,49,4.89182,371,10.754135,52.607296,true,false,60
module,466,7.144186,12513,7.238426,51.712656,true,false,60
axial,178,6.181784,5102,8.135445,50.29156,true,false,60
hydraulic,309,6.733341,12138,7.26885,48.943649,true,false,60
eccentricity,139,5.934474,4740,8.209026,48.716248,true,false,60
corrosion,132,5.882802,4963,8.163062,48.021675,true,false,60
pneumatic,83,5.418841,3904,8.403016,45.534603,true,false,60
seal,465,7.142037,30597,6.344339,45.311506,true,false,60
manifold,89,5.488636,4676,8.222617,45.130953,true,false,60
sensor,158,6.062595,10191,7.443671,45.12796,true,false,60
leakage,71,5.26268,3382,8.546511,44.97755,true,false,60
generator,187,6.231109,13579,7.156675,44.594022,true,false,60
insulation,75,5.317488,4354,8.293949,44.102975,true,false,60
exhaust,116,5.75359,8576,7.616189,43.820433,true,false,60
alternator,34,4.526361,1137,9.636001,43.616016,true,false,60
retification,6,2.791759,2,15.574417,43.480025,true,true,60
bearing,510,7.234411,44074,5.979381,43.257297,true,false,60
detector,73,5.290459,5429,8.073334,42.711649,true,false,60
datum,26,4.258097,1189,9.59132,40.840768,true,false,60
indicator,97,5.574711,11595,7.314613,40.776856,true,false,60
seperator,4,2.386294,0,16.673029,39.786755,false,false,60
dimensional,154,6.036953,25556,6.524362,39.387266,true,false,60
regulator,59,5.077537,7991,7.686833,39.03018,true,false,60
convex,63,5.143135,8954,7.573062,38.949276,true,false,60
radial,79,5.369448,12577,7.233324,38.838958,true,false,60
torque,51,4.931826,6920,7.830713,38.619713,true,false,60
sulfuric,25,4.218876,2018,9.062671,38.234285,true,false,60
connecter,6,2.791759,20,13.628506,38.047512,true,false,60
sleeve,67,5.204693,11744,7.301846,38.003864,true,false,60
thermal,96,5.564348,20215,6.758799,37.608312,true,false,60
electrical,253,6.533389,55790,5.743661,37.525575,true,false,60
indentification,4,2.386294,4,15.063591,35.946162,true,true,60
shaving,19,3.944439,2253,8.952567,35.312855,true,false,60
shafing,3,2.098612,0,16.673029,34.990223,false,false,60
clereance,3,2.098612,0,16.673029,34.990223,false,false,60
magnetic,63,5.143135,21174,6.712452,34.523047,true,false,60
combustion,32,4.465736,8002,7.685457,34.321222,true,false,60
nipple,11,3.397895,1090,9.678179,32.885438,true,false,60
spacer,9,3.197225,782,10.009896,32.003886,true,false,60
swirl,10,3.302585,1279,9.518414,31.435371,true,false,60
probe,24,4.178054,10563,7.407822,30.950278,true,false,60
shaft,31,4.433987,16238,6.977858,30.939732,true,false,60
contamination,22,4.091042,9433,7.520953,30.76854,true,false,60
dilution,10,3.302585,1702,9.232882,30.492379,true,false,60
oxidation,17,3.833213,6857,7.839858,30.051847,true,false,60
fluorescent,13,3.564949,4171,8.336878,29.720548,true,false,60
flaking,6,2.791759,447,10.568236,29.503972,true,false,60
shutoff,5,2.609438,221,11.270352,29.409283,true,false,60
electronic,98,5.584967,92983,5.232846,29.225276,true,false,60
acoustical,8,3.079442,1418,9.415321,28.993931,true,false,60
isolation,26,4.258097,22029,6.672868,28.413718,true,false,60
differential,22,4.091042,16916,6.936955,28.379376,true,false,60
receptacle,7,2.94591,1175,9.603155,28.290031,true,false,60
bypass,22,4.091042,17434,6.906794,28.255987,true,false,60
groundcable,2,1.693147,0,16.673029,28.229892,false,false,60
exciterside,2,1.693147,0,16.673029,28.229892,false,false,60
oflimit,2,1.693147,0,16.673029,28.229892,false,false,60
elecrical,2,1.693147,0,16.673029,28.229892,false,false,60
silicone,7,2.94591,1536,9.335441,27.501371,true,false,60
carbon,32,4.465736,37527,6.140186,27.42045,true,false,60
terminal,40,4.688879,51688,5.820029,27.289413,true,false,60
conduit,9,3.197225,3494,8.51394,27.220979,true,false,60
errosion,2,1.693147,1,15.979882,27.056292,true,true,60
resistence,2,1.693147,1,15.979882,27.056292,true,true,60
corossion,2,1.693147,1,15.979882,27.056292,true,true,60
contact,64,5.158883,98160,5.178665,26.716125,true,false,60
axis,25,4.218876,32043,6.298164,26.57117,true,false,60
serial,29,4.367296,42778,6.009226,26.244069,true,false,60
lead,294,6.68358,360101,3.878886,25.924846,true,false,60
abnormal,11,3.397895,9162,7.5501,25.654449,true,false,60
transmitter,15,3.70805,17531,6.901246,25.590166,true,false,60
volatile,10,3.302585,7826,7.707694,25.455316,true,false,60
ceramic,12,3.484907,12205,7.263346,25.312083,true,false,60
preservation,25,4.218876,48447,5.884783,24.827167,true,false,60
protection,53,4.970292,131670,4.884967,24.279713,true,false,60
component,24,4.178054,54946,5.758905,24.061013,true,false,60
stud,8,3.079442,8226,7.657852,23.581908,true,false,60
jumper,9,3.197225,11082,7.359861,23.531129,true,false,60
wetting,4,2.386294,911,9.857389,23.522632,true,false,60
acoustic,20,3.995732,48353,5.886725,23.521776,true,false,60
disconnect,5,2.609438,2273,8.943733,23.338117,true,false,60
distortion,7,2.94591,7256,7.783307,22.928923,true,false,60
metallic,9,3.197225,13570,7.157338,22.883618,true,false,60
installation,16,3.772589,41829,6.03166,22.754972,true,false,60
insert,7,2.94591,8450,7.630989,22.480207,true,false,60
residue,6,2.791759,5953,7.98121,22.28162,true,false,60
chamber,24,4.178054,89128,5.275189,22.040023,true,false,60
spherical,7,2.94591,10298,7.433227,21.897618,true,false,60
disk,8,3.079442,16220,6.978967,21.491321,true,false,60
radius,8,3.079442,16686,6.950644,21.404101,true,false,60
unpreserved,2,1.693147,60,12.562155,21.269577,true,false,60
transmission,12,3.484907,41249,6.045623,21.06843,true,false,60
resonance,6,2.791759,10081,7.454522,20.811232,true,false,60
protective,8,3.079442,22971,6.630998,20.419769,true,false,60
electric,22,4.091042,120610,4.972703,20.34354,true,false,60
axle,5,2.609438,8186,7.662726,19.995408,true,false,60
mounts,5,2.609438,8257,7.654091,19.972876,true,false,60
hanger,3,2.098612,1395,9.431663,19.793403,true,false,60
flake,3,2.098612,1584,9.304689,19.526935,true,false,60
elongation,3,2.098612,1810,9.171394,19.247201,true,false,60
diameter,10,3.302585,51484,5.823983,19.2342,true,false,60
allowable,3,2.098612,2103,9.021433,18.932491,true,false,60
thickness,5,2.609438,12457,7.242911,18.899926,true,false,60
locking,4,2.386294,6343,7.917764,18.894116,true,false,60
reducer,2,1.693147,250,11.147576,18.874487,true,false,60
tightening,3,2.098612,2220,8.967316,18.81892,true,false,60
deflection,3,2.098612,2485,8.854599,18.582369,true,false,60
shielding,3,2.098612,2517,8.841809,18.555528,true,false,60
replacement,11,3.397895,80322,5.379218,18.278018,true,false,60
port,16,3.772589,139793,4.825104,18.203132,true,false,60
configuration,6,2.791759,27808,6.439914,17.978691,true,false,60
criterion,4,2.386294,9956,7.466998,17.818455,true,false,60
failure,11,3.397895,97658,5.183792,17.613982,true,false,60
rating,9,3.197225,72460,5.482225,17.527905,true,false,60
command,14,3.639057,141034,4.816266,17.526666,true,false,60
detection,5,2.609438,22756,6.640401,17.327714,true,false,60
integrated,8,3.079442,68278,5.541671,17.065253,true,false,60
adjustable,3,2.098612,5392,8.080172,16.957148,true,false,60
horizontal,5,2.609438,27255,6.46,16.856969,true,false,60
unknowed,1,1.0,0,16.673029,16.673029,false,false,60
altinator,1,1.0,0,16.673029,16.673029,false,false,60
hoseclamp,1,1.0,0,16.673029,16.673029,false,false,60
sulfiric,1,1.0,0,16.673029,16.673029,false,false,60
clearnace,1,1.0,0,16.673029,16.673029,false,false,60
errossion,1,1.0,0,16.673029,16.673029,false,false,60
boltset,1,1.0,0,16.673029,16.673029,false,false,60
fuelhose,1,1.0,0,16.673029,16.673029,false,false,60
partnummer,1,1.0,0,16.673029,16.673029,false,false,60
coveringapprox,1,1.0,0,16.673029,16.673029,false,false,60
benchcheck,1,1.0,0,16.673029,16.673029,false,false,60
coatin,1,1.0,0,16.673029,16.673029,false,false,60
bearingmovement,1,1.0,0,16.673029,16.673029,false,false,60
ecentricity,1,1.0,0,16.673029,16.673029,false,false,60
exentricitie,1,1.0,0,16.673029,16.673029,false,false,60
exentric,1,1.0,0,16.673029,16.673029,false,false,60
assymount,1,1.0,0,16.673029,16.673029,false,false,60
excenticity,1,1.0,0,16.673029,16.673029,false,false,60
trhust,1,1.0,0,16.673029,16.673029,false,false,60
placesmissing,1,1.0,0,16.673029,16.673029,false,false,60
innersurface,1,1.0,0,16.673029,16.673029,false,false,60
vlave,1,1.0,0,16.673029,16.673029,false,false,60
inpackt,1,1.0,0,16.673029,16.673029,false,false,60
diformation,1,1.0,0,16.673029,16.673029,false,false,60
diletion,1,1.0,0,16.673029,16.673029,false,false,60
sulpidation,1,1.0,0,16.673029,16.673029,false,false,60
cancave,1,1.0,0,16.673029,16.673029,false,false,60
pertruding,1,1.0,0,16.673029,16.673029,false,false,60
connctor,1,1.0,0,16.673029,16.673029,false,false,60
oilsupply,1,1.0,0,16.673029,16.673029,false,false,60
oiltube,1,1.0,0,16.673029,16.673029,false,false,60
dampners,1,1.0,0,16.673029,16.673029,false,false,60
insideconnector,1,1.0,0,16.673029,16.673029,false,false,60
bconnector,1,1.0,0,16.673029,16.673029,false,false,60
sparkside,1,1.0,0,16.673029,16.673029,false,false,60
ingition,1,1.0,0,16.673029,16.673029,false,false,60
balbearing,1,1.0,0,16.673029,16.673029,false,false,60
leadinng,1,1.0,0,16.673029,16.673029,false,false,60
linkbearing,1,1.0,0,16.673029,16.673029,false,false,60
dispensatie,1,1.0,0,16.673029,16.673029,false,false,60
limithpc,1,1.0,0,16.673029,16.673029,false,false,60
limitoil,1,1.0,0,16.673029,16.673029,false,false,60
overhoal,1,1.0,0,16.673029,16.673029,false,false,60
hysdraulic,1,1.0,0,16.673029,16.673029,false,false,60
pressswitch,1,1.0,0,16.673029,16.673029,false,false,60
connectpoint,1,1.0,0,16.673029,16.673029,false,false,60
somevane,1,1.0,0,16.673029,16.673029,false,false,60
shutof,1,1.0,0,16.673029,16.673029,false,false,60
varnisch,1,1.0,0,16.673029,16.673029,false,false,60
stationairy,1,1.0,0,16.673029,16.673029,false,false,60
suspensionpoint,1,1.0,0,16.673029,16.673029,false,false,60
cracksfigure,1,1.0,0,16.673029,16.673029,false,false,60
excentry,1,1.0,0,16.673029,16.673029,false,false,60
transient,3,2.098612,6821,7.845121,16.463867,true,false,60
alignment,4,2.386294,17778,6.887256,16.435019,true,false,60
ratchet,2,1.693147,1198,9.583786,16.22676,true,false,60
switching,4,2.386294,21074,6.717186,16.029183,true,false,60
convave,1,1.0,1,15.979882,15.979882,true,true,60
hydralic,1,1.0,1,15.979882,15.979882,true,true,60
splitline,1,1.0,1,15.979882,15.979882,true,true,60
fualt,1,1.0,1,15.979882,15.979882,true,true,60
fluid,4,2.386294,22722,6.641896,15.849519,true,false,60
blistering,2,1.693147,1712,9.227027,15.622715,true,false,60
countour,1,1.0,2,15.574417,15.574417,true,true,60
demensional,1,1.0,2,15.574417,15.574417,true,true,60
measurment,1,1.0,2,15.574417,15.574417,true,true,60
corrosive,2,1.693147,1893,9.126583,15.452648,true,false,60
beam,4,2.386294,29396,6.384381,15.235012,true,false,60
accoustic,1,1.0,4,15.063591,15.063591,true,true,60
convexe,1,1.0,4,15.063591,15.063591,true,true,60
distress,3,2.098612,13929,7.131229,14.965684,true,false,60
innerside,1,1.0,6,14.727119,14.727119,true,false,60
accessoire,1,1.0,6,14.727119,14.727119,true,false,60
laboratory,5,2.609438,63029,5.621663,14.66938,true,false,60
toolmark,1,1.0,7,14.593587,14.593587,true,false,60
engineering,8,3.079442,154298,4.726381,14.554615,true,false,60
power,15,3.70805,365272,3.864629,14.330237,true,false,60
socket,2,1.693147,3729,8.448865,14.305173,true,false,60
flex,2,1.693147,4108,8.352094,14.141324,true,false,60
roughedge,1,1.0,12,14.10808,14.10808,true,false,60
fastner,1,1.0,14,13.964979,13.964979,true,false,60
rotation,3,2.098612,22985,6.630388,13.914614,true,false,60
defective,2,1.693147,5375,8.083329,13.686266,true,false,60
vibration,2,1.693147,5970,7.978359,13.508536,true,false,60
grinding,2,1.693147,6167,7.945899,13.453576,true,false,60
coil,2,1.693147,6255,7.931733,13.429591,true,false,60
bundle,2,1.693147,7033,7.814518,13.231129,true,false,60
packing,2,1.693147,7381,7.766229,13.149369,true,false,60
unthreaded,1,1.0,37,13.035443,13.035443,true,false,60
performance,9,3.197225,308741,4.032768,12.893664,true,false,60
humidity,2,1.693147,8697,7.602181,12.87161,true,false,60
proforma,1,1.0,46,12.822881,12.822881,true,false,60
recheck,1,1.0,48,12.781209,12.781209,true,false,60
protector,2,1.693147,9655,7.497694,12.6947,true,false,60
retention,2,1.693147,10111,7.451551,12.616572,true,false,60
excentric,1,1.0,70,12.410349,12.410349,true,false,60
vibro,1,1.0,106,12.0002,12.0002,true,false,60
controller,2,1.693147,15470,7.026306,11.896571,true,false,60
overhead,2,1.693147,16008,6.992123,11.838693,true,false,60
displacement,2,1.693147,17699,6.891709,11.668678,true,false,60
useable,1,1.0,150,11.655749,11.655749,true,false,60
unscrewed,1,1.0,158,11.604125,11.604125,true,false,60
pervious,1,1.0,163,11.573162,11.573162,true,false,60
motor,3,2.098612,74212,5.458334,11.454927,true,false,60
slot,2,1.693147,21539,6.695362,11.336233,true,false,60
lateral,2,1.693147,23081,6.626221,11.219167,true,false,60
input,2,1.693147,28283,6.422977,10.875046,true,false,60
config,1,1.0,331,10.867894,10.867894,true,false,60
insolation,1,1.0,410,10.654436,10.654436,true,false,60
familiarization,1,1.0,431,10.604603,10.604603,true,false,60
crimp,1,1.0,435,10.595387,10.595387,true,false,60
delta,2,1.693147,37810,6.132674,10.383519,true,false,60
misfire,1,1.0,621,10.240089,10.240089,true,false,60
solder,1,1.0,717,10.096559,10.096559,true,false,60
mechanism,2,1.693147,44828,5.962418,10.095252,true,false,60
bootstrap,1,1.0,815,9.968615,9.968615,true,false,60
bellow,1,1.0,847,9.930148,9.930148,true,false,60
alternate,2,1.693147,53046,5.794095,9.810256,true,false,60
buckles,1,1.0,1043,9.722214,9.722214,true,false,60
prong,1,1.0,1174,9.604005,9.604005,true,false,60
irreparable,1,1.0,1444,9.397164,9.397164,true,false,60
splice,1,1.0,1495,9.362479,9.362479,true,false,60
choking,1,1.0,2008,9.067637,9.067637,true,false,60
bead,1,1.0,2174,8.988245,8.988245,true,false,60
flat,2,1.693147,86255,5.307954,8.987147,true,false,60
hoist,1,1.0,2218,8.968217,8.968217,true,false,60
sludge,1,1.0,2409,8.885647,8.885647,true,false,60
undamaged,1,1.0,2454,8.867147,8.867147,true,false,60
hinge,1,1.0,2499,8.848983,8.848983,true,false,60
overload,1,1.0,2849,8.717955,8.717955,true,false,60
jammed,1,1.0,2997,8.667328,8.667328,true,false,60
crank,1,1.0,3251,8.586003,8.586003,true,false,60
override,1,1.0,3366,8.551251,8.551251,true,false,60
molten,1,1.0,3376,8.548286,8.548286,true,false,60
porous,1,1.0,3711,8.453703,8.453703,true,false,60
bulge,1,1.0,4103,8.353312,8.353312,true,false,60
circumference,1,1.0,4414,8.280266,8.280266,true,false,60
mag,1,1.0,5858,7.997295,7.997295,true,false,60
mesh,1,1.0,5889,7.992018,7.992018,true,false,60
standardization,1,1.0,6361,7.914931,7.914931,true,false,60
clockwise,1,1.0,7384,7.765823,7.765823,true,false,60
adjustment,1,1.0,9491,7.514824,7.514824,true,false,60
positioning,1,1.0,9954,7.467199,7.467199,true,false,60
processor,1,1.0,10335,7.429641,7.429641,true,false,60
checking,1,1.0,10554,7.408674,7.408674,true,false,60
regulating,1,1.0,10909,7.375594,7.375594,true,false,60
silicon,1,1.0,12419,7.245966,7.245966,true,false,60
cooling,1,1.0,14710,7.076678,7.076678,true,false,60
crossover,1,1.0,15045,7.054161,7.054161,true,false,60
cycles,1,1.0,16947,6.935124,6.935124,true,false,60
downstream,1,1.0,17605,6.897034,6.897034,true,false,60
portable,1,1.0,18151,6.866493,6.866493,true,false,60
routine,1,1.0,23801,6.595504,6.595504,true,false,60
hybrid,1,1.0,29793,6.370967,6.370967,true,false,60
arc,1,1.0,31933,6.301602,6.301602,true,false,60
shock,1,1.0,34864,6.21379,6.21379,true,false,60
firing,1,1.0,35430,6.197686,6.197686,true,false,60
functional,1,1.0,36295,6.173566,6.173566,true,false,60
electricity,1,1.0,40660,6.060004,6.060004,true,false,60
frequency,1,1.0,43204,5.999317,5.999317,true,false,60
disc,1,1.0,54853,5.760599,5.760599,true,false,60
junction,1,1.0,64760,5.59457,5.59457,true,false,60
parallel,1,1.0,71634,5.49369,5.49369,true,false,60
circuit,1,1.0,75982,5.434764,5.434764,true,false,60
sector,1,1.0,77339,5.417062,5.417062,true,false,60
schedule,1,1.0,118162,4.993209,4.993209,true,false,60
chart,1,1.0,129431,4.902118,4.902118,true,false,60
analysis,1,1.0,133159,4.873722,4.873722,true,false,60
engineer,1,1.0,137730,4.839971,4.839971,true,false,60
joint,1,1.0,138105,4.837252,4.837252,true,false,60
capacity,1,1.0,138122,4.837129,4.837129,true,false,60
environment,1,1.0,139070,4.830289,4.830289,true,false,60
technical,1,1.0,157260,4.707367,4.707367,true,false,60
bushing,309,6.733341,234,11.213443,75.503941,true,false,40
dampener,142,5.955827,80,12.27858,73.129097,true,false,40
excentricity,41,4.713572,5,14.881269,70.143936,true,false,40
accessory,2229,8.709308,6571,7.882455,68.650735,true,false,40
dampner,35,4.555348,5,14.881269,67.789362,true,false,40
flange,349,6.855072,1189,9.59132,65.749191,true,false,40
subtask,56,5.025352,42,12.911829,64.886481,true,false,40
sump,240,6.480639,1057,9.708893,62.919832,true,false,40
inspection,2707,8.903596,23991,6.587553,58.652914,true,false,40
duct,329,6.796058,3456,8.524872,57.935526,true,false,40
coating,582,7.36647,6731,7.858401,57.888681,true,false,40
connector,429,7.061457,6300,7.924565,55.958976,true,false,40
lug,137,5.919981,1394,9.432379,55.839505,true,false,40
testrun,8,3.079442,0,16.673029,51.343618,false,false,40
sheath,131,5.875197,2972,8.675702,50.971462,true,false,40
popout,14,3.639057,17,13.782657,50.155879,true,false,40
replaceable,62,5.127134,1195,9.586291,49.150202,true,false,40
filter,305,6.720312,13087,7.193578,48.343086,true,false,40
tube,526,7.265301,29898,6.367449,46.261432,true,false,40
clamp,68,5.219508,2507,8.845788,46.170659,true,false,40
washer,45,4.806662,1260,9.533369,45.823685,true,false,40
imperfection,32,4.465736,673,10.159799,45.370978,true,false,40
detach,52,4.951244,1844,9.152794,45.317715,true,false,40
pump,246,6.505332,17284,6.915435,44.987194,true,false,40
spray,111,5.70953,9054,7.561957,43.175219,true,false,40
notch,87,5.465908,6630,7.873518,43.035926,true,false,40
erosion,161,6.081404,15685,7.012505,42.645879,true,false,40
pressure,1264,8.142037,102710,5.133354,41.795959,true,false,40
fan,758,7.630683,73303,5.470658,41.744862,true,false,40
hole,348,6.852202,43015,6.003701,41.138578,true,false,40
fuel,475,7.163315,58611,5.694334,40.790308,true,false,40
buildup,56,5.025352,5238,8.109143,40.751295,true,false,40
mount,1200,8.090077,116285,5.009221,40.524982,true,false,40
bracket,137,5.919981,19508,6.794398,40.222705,true,false,40
flow,471,7.154858,67226,5.557199,39.760968,true,false,40
fault,131,5.875197,20452,6.747144,39.640803,true,false,40
shield,214,6.365976,39906,6.078722,38.696998,true,false,40
deviation,46,4.828641,6047,7.965546,38.462765,true,false,40
wiring,36,4.583519,4039,8.369029,38.359603,true,false,40
guide,837,7.729824,125244,4.935002,38.146696,true,false,40
thread,68,5.219508,12330,7.253157,37.85791,true,false,40
cable,199,6.293305,44044,5.980062,37.634352,true,false,40
template,42,4.73767,6443,7.902124,37.437654,true,false,40
finding,417,7.033086,89214,5.274224,37.094075,true,false,40
edge,506,7.226537,108220,5.081098,36.718742,true,false,40
wire,122,5.804021,31354,6.3199,36.680832,true,false,40
boot,63,5.143135,14094,7.119453,36.616308,true,false,40
damage,448,7.104793,103257,5.128043,36.433685,true,false,40
plate,176,6.170484,47882,5.896513,36.38434,true,false,40
burn,108,5.682131,29434,6.383089,36.26955,true,false,40
barrier,94,5.543295,25654,6.520535,36.145248,true,false,40
defect,40,4.688879,8132,7.669344,35.960628,true,false,40
nut,37,4.610918,7570,7.740948,35.692878,true,false,40
visual,314,6.749393,89965,5.265842,35.541236,true,false,40
condition,369,6.910797,102002,5.140271,35.52337,true,false,40
particle,50,4.912023,13114,7.191517,35.324897,true,false,40
braid,18,3.890372,2059,9.042568,35.17895,true,false,40
wear,148,5.997212,50782,5.837712,35.009998,true,false,40
indication,56,5.025352,16551,6.958767,34.97025,true,false,40
panel,170,6.135798,58753,5.691914,34.924439,true,false,40
blend,55,5.007333,18068,6.871076,34.405766,true,false,40
lanyard,10,3.302585,534,10.390762,34.316376,true,false,40
repair,121,5.795791,47622,5.901958,34.206511,true,false,40
chip,47,4.850148,19769,6.781108,32.889375,true,false,40
filler,18,3.890372,3980,8.383741,32.615868,true,false,40
receptical,3,2.098612,3,15.286735,32.080929,true,true,40
groove,34,4.526361,15060,7.053165,31.925168,true,false,40
upper,417,7.033086,187618,4.53086,31.865931,true,false,40
rear,127,5.844187,75568,5.440227,31.793707,true,false,40
impact,257,6.549076,140171,4.822403,31.582287,true,false,40
material,301,6.70711,170262,4.627929,31.040032,true,false,40
inner,108,5.682131,73936,5.46206,31.036143,true,false,40
drive,183,6.209486,120356,4.974811,30.891022,true,false,40
lever,20,3.995732,7781,7.71346,30.820922,true,false,40
segment,57,5.043051,46626,5.923094,29.870466,true,false,40
housing,153,6.030438,128172,4.911893,29.620864,true,false,40
measurement,30,4.401197,21812,6.682767,29.412179,true,false,40
skin,58,5.060443,52301,5.808239,29.392262,true,false,40
removal,53,4.970292,47118,5.912597,29.387335,true,false,40
testing,67,5.204693,61987,5.638333,29.345789,true,false,40
width,43,4.7612,39682,6.084351,28.968811,true,false,40
standard,242,6.488938,209320,4.421405,28.690219,true,false,40
unit,189,6.241747,179248,4.576498,28.565341,true,false,40
cap,42,4.73767,42687,6.011356,28.479818,true,false,40
debris,22,4.091042,16927,6.936305,28.376716,true,false,40
procedure,38,4.637586,38364,6.118128,28.373346,true,false,40
identification,39,4.663562,40581,6.061949,28.270273,true,false,40
ingnition,2,1.693147,0,16.673029,28.229892,false,false,40
devation,2,1.693147,0,16.673029,28.229892,false,false,40
hydrulic,2,1.693147,0,16.673029,28.229892,false,false,40
leakeage,2,1.693147,0,16.673029,28.229892,false,false,40
matirial,2,1.693147,0,16.673029,28.229892,false,false,40
recepticle,2,1.693147,0,16.673029,28.229892,false,false,40
dome,25,4.218876,24142,6.581279,27.765599,true,false,40
destructive,18,3.890372,13924,7.131588,27.744528,true,false,40
surface,107,5.672829,133005,4.874879,27.654356,true,false,40
interval,17,3.833213,13737,7.145108,27.388723,true,false,40
discoloration,6,2.791759,965,9.799865,27.358866,true,false,40
intersection,34,4.526361,42966,6.004841,27.180076,true,false,40
cycle,53,4.970292,73617,5.466384,27.169524,true,false,40
platform,81,5.394449,114692,5.023015,27.096397,true,false,40
bended,4,2.386294,206,11.34031,27.061318,true,false,40
visiual,2,1.693147,1,15.979882,27.056292,true,true,40
coverd,2,1.693147,1,15.979882,27.056292,true,true,40
damge,2,1.693147,1,15.979882,27.056292,true,true,40
posotion,2,1.693147,1,15.979882,27.056292,true,true,40
reference,103,5.634729,148214,4.76661,26.858554,true,false,40
unreadable,5,2.609438,622,10.238482,26.716684,true,false,40
frame,43,4.7612,64458,5.599244,26.659122,true,false,40
system,651,7.47851,499928,3.550808,26.554748,true,false,40
deposit,16,3.772589,16044,6.989876,26.369929,true,false,40
revision,18,3.890372,22174,6.666308,25.934417,true,false,40
tension,21,4.044522,28926,6.400498,25.886959,true,false,40
assembly,114,5.736198,194746,4.493572,25.776023,true,false,40
evener,2,1.693147,4,15.063591,25.504877,true,true,40
temperature,32,4.465736,61400,5.647847,25.221795,true,false,40
spiral,13,3.564949,15317,7.036245,25.083857,true,false,40
vent,10,3.302585,9176,7.548573,24.929806,true,false,40
lube,4,2.386294,568,10.329148,24.648389,true,false,40
position,241,6.484797,395260,3.785727,24.549673,true,false,40
rod,17,3.833213,29273,6.388574,24.488767,true,false,40
task,32,4.465736,76225,5.431571,24.255962,true,false,40
sheet,18,3.890372,35296,6.201476,24.126046,true,false,40
rapport,6,2.791759,3139,8.621051,24.0679,true,false,40
leak,9,3.197225,9439,7.520318,24.044144,true,false,40
detail,21,4.044522,46419,5.927543,23.974082,true,false,40
accordance,17,3.833213,34865,6.213761,23.818673,true,false,40
incoming,11,3.397895,16327,6.972392,23.691458,true,false,40
strip,18,3.890372,41746,6.033646,23.473126,true,false,40
inventory,12,3.484907,20781,6.731186,23.457556,true,false,40
output,19,3.944439,45614,5.945037,23.449836,true,false,40
dimension,12,3.484907,21084,6.716712,23.407113,true,false,40
cover,69,5.234107,202841,4.452846,23.306672,true,false,40
inbound,5,2.609438,2650,8.790337,22.937838,true,false,40
handling,16,3.772589,40417,6.065998,22.884517,true,false,40
eroded,7,2.94591,8237,7.656516,22.555408,true,false,40
attachment,8,3.079442,12892,7.208589,22.198429,true,false,40
service,206,6.327876,530345,3.491744,22.095324,true,false,40
environmental,26,4.258097,98715,5.173027,22.027247,true,false,40
backup,10,3.302585,22491,6.652114,21.969172,true,false,40
bench,13,3.564949,37451,6.142214,21.89668,true,false,40
air,89,5.488636,322949,3.987776,21.887453,true,false,40
