term,raw_count_domain,tf,df_wikipedia,idf,tfidf_score,in_wikipedia,below_min_df,domain_score
oilpump,1,1.0,0,16.673029,16.673029,false,false,65
snapring,1,1.0,0,16.673029,16.673029,false,false,65
fuelpump,1,1.0,0,16.673029,16.673029,false,false,65
nozzleste,1,1.0,0,16.673029,16.673029,false,false,65
connectorpin,1,1.0,0,16.673029,16.673029,false,false,65
contactpin,1,1.0,0,16.673029,16.673029,false,false,65
ignigion,1,1.0,0,16.673029,16.673029,false,false,65
balbearing,1,1.0,0,16.673029,16.673029,false,false,65
adilution,1,1.0,0,16.673029,16.673029,false,false,65
beyondlimits,1,1.0,0,16.673029,16.673029,false,false,65
exhasut,1,1.0,0,16.673029,16.673029,false,false,65
mountbearing,1,1.0,0,16.673029,16.673029,false,false,65
harnee,1,1.0,0,16.673029,16.673029,false,false,65
pressswitch,1,1.0,0,16.673029,16.673029,false,false,65
systeminsp,1,1.0,0,16.673029,16.673029,false,false,65
mamifold,1,1.0,0,16.673029,16.673029,false,false,65
barrelnut,1,1.0,0,16.673029,16.673029,false,false,65
fillcap,1,1.0,0,16.673029,16.673029,false,false,65
sulphidication,1,1.0,0,16.673029,16.673029,false,false,65
pneumatatic,1,1.0,0,16.673029,16.673029,false,false,65
vonvex,1,1.0,0,16.673029,16.673029,false,false,65
lockpen,1,1.0,0,16.673029,16.673029,false,false,65
turnbucle,1,1.0,0,16.673029,16.673029,false,false,65
resistance,8,3.079442,79480,5.389756,16.597437,true,false,65
transient,3,2.098612,6821,7.845121,16.463867,true,false,65
harnesses,2,1.693147,1319,9.487642,16.063974,true,false,65
harnesss,1,1.0,1,15.979882,15.979882,true,true,65
pneumatick,1,1.0,1,15.979882,15.979882,true,true,65
rubbermount,1,1.0,1,15.979882,15.979882,true,true,65
faultcode,1,1.0,1,15.979882,15.979882,true,true,65
hydralic,1,1.0,1,15.979882,15.979882,true,true,65
sencor,1,1.0,2,15.574417,15.574417,true,true,65
mudule,1,1.0,2,15.574417,15.574417,true,true,65
retorqued,1,1.0,2,15.574417,15.574417,true,true,65
corrosive,2,1.693147,1893,9.126583,15.452648,true,false,65
degr,1,1.0,3,15.286735,15.286735,true,true,65
eccentric,3,2.098612,12169,7.2663,15.249146,true,false,65
airduct,1,1.0,4,15.063591,15.063591,true,true,65
valv,1,1.0,4,15.063591,15.063591,true,true,65
accoustic,1,1.0,4,15.063591,15.063591,true,true,65
convexe,1,1.0,4,15.063591,15.063591,true,true,65
rivit,1,1.0,5,14.881269,14.881269,true,false,65
braket,1,1.0,6,14.727119,14.727119,true,false,65
harnas,1,1.0,7,14.593587,14.593587,true,false,65
casing,2,1.693147,3180,8.608078,14.574743,true,false,65
cage,3,2.098612,17614,6.896523,14.473128,true,false,65
socket,2,1.693147,3729,8.448865,14.305173,true,false,65
discrepancy,2,1.693147,3981,8.383489,14.194481,true,false,65
busching,1,1.0,12,14.10808,14.10808,true,false,65
fastner,1,1.0,14,13.964979,13.964979,true,false,65
flang,1,1.0,16,13.839816,13.839816,true,false,65
centric,2,1.693147,5540,8.053099,13.635081,true,false,65
grinding,2,1.693147,6167,7.945899,13.453576,true,false,65
sleeving,1,1.0,30,13.239042,13.239042,true,false,65
lht,1,1.0,37,13.035443,13.035443,true,false,65
locknut,1,1.0,41,12.935359,12.935359,true,false,65
vulcanizing,1,1.0,55,12.647677,12.647677,true,false,65
excentric,1,1.0,70,12.410349,12.410349,true,false,65
grommet,1,1.0,107,11.990898,11.990898,true,false,65
controller,2,1.693147,15470,7.026306,11.896571,true,false,65
displacement,2,1.693147,17699,6.891709,11.668678,true,false,65
pervious,1,1.0,163,11.573162,11.573162,true,false,65
motor,3,2.098612,74212,5.458334,11.454927,true,false,65
elec,1,1.0,224,11.256928,11.256928,true,false,65
lateral,2,1.693147,23081,6.626221,11.219167,true,false,65
discolouration,1,1.0,277,11.045408,11.045408,true,false,65
chafed,1,1.0,321,10.898477,10.898477,true,false,65
pack,2,1.693147,28727,6.407401,10.848674,true,false,65
insolation,1,1.0,410,10.654436,10.654436,true,false,65
crimp,1,1.0,435,10.595387,10.595387,true,false,65
solder,1,1.0,717,10.096559,10.096559,true,false,65
bootstrap,1,1.0,815,9.968615,9.968615,true,false,65
bellow,1,1.0,847,9.930148,9.930148,true,false,65
centerline,1,1.0,1345,9.468136,9.468136,true,false,65
choking,1,1.0,2008,9.067637,9.067637,true,false,65
hoist,1,1.0,2218,8.968217,8.968217,true,false,65
plating,1,1.0,2444,8.871228,8.871228,true,false,65
hinge,1,1.0,2499,8.848983,8.848983,true,false,65
millimeter,1,1.0,2780,8.742463,8.742463,true,false,65
crank,1,1.0,3251,8.586003,8.586003,true,false,65
quadrant,1,1.0,4305,8.305264,8.305264,true,false,65
rupture,1,1.0,4843,8.187533,8.187533,true,false,65
bypassing,1,1.0,5533,8.054363,8.054363,true,false,65
mesh,1,1.0,5889,7.992018,7.992018,true,false,65
shutdown,1,1.0,6754,7.854991,7.854991,true,false,65
mating,1,1.0,8263,7.653365,7.653365,true,false,65
alt,1,1.0,10075,7.455117,7.455117,true,false,65
processor,1,1.0,10335,7.429641,7.429641,true,false,65
silicon,1,1.0,12419,7.245966,7.245966,true,false,65
cooling,1,1.0,14710,7.076678,7.076678,true,false,65
crossover,1,1.0,15045,7.054161,7.054161,true,false,65
downstream,1,1.0,17605,6.897034,6.897034,true,false,65
geometry,1,1.0,19905,6.774252,6.774252,true,false,65
integrity,1,1.0,26320,6.494907,6.494907,true,false,65
interface,1,1.0,27440,6.453235,6.453235,true,false,65
arc,1,1.0,31933,6.301602,6.301602,true,false,65
frequency,1,1.0,43204,5.999317,5.999317,true,false,65
bush,1,1.0,50545,5.84239,5.84239,true,false,65
disc,1,1.0,54853,5.760599,5.760599,true,false,65
junction,1,1.0,64760,5.59457,5.59457,true,false,65
parallel,1,1.0,71634,5.49369,5.49369,true,false,65
bus,1,1.0,83683,5.338226,5.338226,true,false,65
engineer,1,1.0,137730,4.839971,4.839971,true,false,65
race,1,1.0,213563,4.401337,4.401337,true,false,65
bushing,309,6.733341,234,11.213443,75.503941,true,false,62
dampner,35,4.555348,5,14.881269,67.789362,true,false,62
sump,240,6.480639,1057,9.708893,62.919832,true,false,62
gearbox,777,7.65544,6198,7.940886,60.790976,true,false,62
teflon,149,6.003946,840,9.938437,59.669844,true,false,62
unbonding,16,3.772589,8,14.475804,54.611256,true,false,62
harness,322,6.774552,7018,7.816653,52.954318,true,false,62
sheath,131,5.875197,2972,8.675702,50.971462,true,false,62
hydraulic,309,6.733341,12138,7.26885,48.943649,true,false,62
sensor,158,6.062595,10191,7.443671,45.12796,true,false,62
fillercap,5,2.609438,0,16.673029,43.507234,false,false,62
bearing,510,7.234411,44074,5.979381,43.257297,true,false,62
sleeve,67,5.204693,11744,7.301846,38.003864,true,false,62
thermal,96,5.564348,20215,6.758799,37.608312,true,false,62
liner,85,5.442651,31817,6.305241,34.31723,true,false,62
dilution,10,3.302585,1702,9.232882,30.492379,true,false,62
receptacle,7,2.94591,1175,9.603155,28.290031,true,false,62
hanness,2,1.693147,0,16.673029,28.229892,false,false,62
connectors,8,3.079442,2487,8.853794,27.264742,true,false,62
conduit,9,3.197225,3494,8.51394,27.220979,true,false,62
clerance,2,1.693147,1,15.979882,27.056292,true,true,62
insitu,3,2.098612,87,12.195692,25.594029,true,false,62
vent,10,3.302585,9176,7.548573,24.929806,true,false,62
wetting,4,2.386294,911,9.857389,23.522632,true,false,62
titanium,5,2.609438,4853,8.185471,21.359477,true,false,62
weld,4,2.386294,3373,8.549175,20.400847,true,false,62
allowable,3,2.098612,2103,9.021433,18.932491,true,false,62
dispensation,3,2.098612,2410,8.885232,18.646657,true,false,62
shielding,3,2.098612,2517,8.841809,18.555528,true,false,62
grooving,2,1.693147,412,10.649581,18.031309,true,false,62
bushinhs,1,1.0,0,16.673029,16.673029,false,false,62
excenticity,1,1.0,0,16.673029,16.673029,false,false,62
centervent,1,1.0,0,16.673029,16.673029,false,false,62
manifol,1,1.0,0,16.673029,16.673029,false,false,62
dampners,1,1.0,0,16.673029,16.673029,false,false,62
summp,1,1.0,0,16.673029,16.673029,false,false,62
chafedarea,1,1.0,0,16.673029,16.673029,false,false,62
filterhousing,1,1.0,0,16.673029,16.673029,false,false,62
hysdraulic,1,1.0,0,16.673029,16.673029,false,false,62
nozlle,1,1.0,0,16.673029,16.673029,false,false,62
returnline,1,1.0,0,16.673029,16.673029,false,false,62
alignment,4,2.386294,17778,6.887256,16.435019,true,false,62
harmess,1,1.0,1,15.979882,15.979882,true,true,62
vibration,2,1.693147,5970,7.978359,13.508536,true,false,62
misfire,1,1.0,621,10.240089,10.240089,true,false,62
splice,1,1.0,1495,9.362479,9.362479,true,false,62
ignition,699,7.549651,5592,8.043758,60.727562,true,false,60
dillution,11,3.397895,0,16.673029,56.653206,false,false,60
damper,134,5.89784,1197,9.58462,56.528554,true,false,60
module,466,7.144186,12513,7.238426,51.712656,true,false,60
eccentricity,139,5.934474,4740,8.209026,48.716248,true,false,60
filtercap,6,2.791759,0,16.673029,46.547086,false,false,60
concave,90,5.49981,5216,8.113351,44.621887,true,false,60
exhaust,116,5.75359,8576,7.616189,43.820433,true,false,60
detector,73,5.290459,5429,8.073334,42.711649,true,false,60
pressure,1264,8.142037,102710,5.133354,41.795959,true,false,60
engine,1098,8.001246,95618,5.204902,41.6457,true,false,60
sulfuric,25,4.218876,2018,9.062671,38.234285,true,false,60
electrical,253,6.533389,55790,5.743661,37.525575,true,false,60
situ,34,4.526361,7058,7.81097,35.355267,true,false,60
particle,50,4.912023,13114,7.191517,35.324897,true,false,60
tipside,3,2.098612,0,16.673029,34.990223,false,false,60
igniton,3,2.098612,1,15.979882,33.535576,true,true,60
splitter,11,3.397895,1099,9.669963,32.857523,true,false,60
spacer,9,3.197225,782,10.009896,32.003886,true,false,60
adapter,14,3.639057,3106,8.631616,31.410945,true,false,60
probe,24,4.178054,10563,7.407822,30.950278,true,false,60
sheeth,3,2.098612,6,14.727119,30.906512,true,false,60
conector,3,2.098612,7,14.593587,30.626282,true,false,60
acoustical,8,3.079442,1418,9.415321,28.993931,true,false,60
fuelfilter,2,1.693147,0,16.673029,28.229892,false,false,60
recepticle,2,1.693147,0,16.673029,28.229892,false,false,60
retificatie,2,1.693147,0,16.673029,28.229892,false,false,60
carbon,32,4.465736,37527,6.140186,27.42045,true,false,60
axis,25,4.218876,32043,6.298164,26.57117,true,false,60
ceramic,12,3.484907,12205,7.263346,25.312083,true,false,60
oxydation,2,1.693147,6,14.727119,24.93518,true,false,60
lube,4,2.386294,568,10.329148,24.648389,true,false,60
jumper,9,3.197225,11082,7.359861,23.531129,true,false,60
cranking,3,2.098612,354,10.800911,22.666925,true,false,60
electr,2,1.693147,36,13.062111,22.116076,true,false,60
chamber,24,4.178054,89128,5.275189,22.040023,true,false,60
spherical,7,2.94591,10298,7.433227,21.897618,true,false,60
mounts,5,2.609438,8257,7.654091,19.972876,true,false,60
diameter,10,3.302585,51484,5.823983,19.2342,true,false,60
hydro,4,2.386294,8851,7.58463,18.09916,true,false,60
lockhole,1,1.0,0,16.673029,16.673029,false,false,60
bolthol,1,1.0,0,16.673029,16.673029,false,false,60
sulfiric,1,1.0,0,16.673029,16.673029,false,false,60
igniyion,1,1.0,0,16.673029,16.673029,false,false,60
errossion,1,1.0,0,16.673029,16.673029,false,false,60
partnummer,1,1.0,0,16.673029,16.673029,false,false,60
insultation,1,1.0,0,16.673029,16.673029,false,false,60
wearspot,1,1.0,0,16.673029,16.673029,false,false,60
oilsupply,1,1.0,0,16.673029,16.673029,false,false,60
oiltube,1,1.0,0,16.673029,16.673029,false,false,60
torqe,1,1.0,0,16.673029,16.673029,false,false,60
bconnector,1,1.0,0,16.673029,16.673029,false,false,60
connectorrubber,1,1.0,0,16.673029,16.673029,false,false,60
inspecttion,1,1.0,0,16.673029,16.673029,false,false,60
harnees,1,1.0,0,16.673029,16.673029,false,false,60
ancornut,1,1.0,0,16.673029,16.673029,false,false,60
tubecavity,1,1.0,0,16.673029,16.673029,false,false,60
geerodeerde,1,1.0,0,16.673029,16.673029,false,false,60
connecotrs,1,1.0,0,16.673029,16.673029,false,false,60
indiameter,1,1.0,0,16.673029,16.673029,false,false,60
shutof,1,1.0,0,16.673029,16.673029,false,false,60
rbberdamper,1,1.0,0,16.673029,16.673029,false,false,60
clambs,1,1.0,0,16.673029,16.673029,false,false,60
excentry,1,1.0,0,16.673029,16.673029,false,false,60
discharge,4,2.386294,19695,6.784858,16.190669,true,false,60
convave,1,1.0,1,15.979882,15.979882,true,true,60
valave,1,1.0,1,15.979882,15.979882,true,true,60
spring,12,3.484907,178805,4.578972,15.957291,true,false,60
bracked,1,1.0,2,15.574417,15.574417,true,true,60
valce,1,1.0,2,15.574417,15.574417,true,true,60
srew,1,1.0,2,15.574417,15.574417,true,true,60
gear,4,2.386294,30830,6.336753,15.121358,true,false,60
engineering,8,3.079442,154298,4.726381,14.554615,true,false,60
coil,2,1.693147,6255,7.931733,13.429591,true,false,60
labyrint,1,1.0,70,12.410349,12.410349,true,false,60
troubleshoot,1,1.0,253,11.135695,11.135695,true,false,60
layard,1,1.0,454,10.552731,10.552731,true,false,60
weft,1,1.0,558,10.346879,10.346879,true,false,60
land,5,2.609438,404361,3.762963,9.819219,true,false,60
overload,1,1.0,2849,8.717955,8.717955,true,false,60
circumference,1,1.0,4414,8.280266,8.280266,true,false,60
pedestal,1,1.0,5533,8.054363,8.054363,true,false,60
breakaway,1,1.0,6762,7.853807,7.853807,true,false,60
tow,1,1.0,8935,7.575186,7.575186,true,false,60
collar,1,1.0,15027,7.055358,7.055358,true,false,60
pipe,1,1.0,22799,6.638513,6.638513,true,false,60
hybrid,1,1.0,29793,6.370967,6.370967,true,false,60
shock,1,1.0,34864,6.21379,6.21379,true,false,60
joint,1,1.0,138105,4.837252,4.837252,true,false,60
dampener,142,5.955827,80,12.27858,73.129097,true,false,58
popout,14,3.639057,17,13.782657,50.155879,true,false,58
wiring,36,4.583519,4039,8.369029,38.359603,true,false,58
thread,68,5.219508,12330,7.253157,37.85791,true,false,58
lanyard,10,3.302585,534,10.390762,34.316376,true,false,58
carryover,2,1.693147,328,10.876971,18.416313,true,false,58
configuration,6,2.791759,27808,6.439914,17.978691,true,false,58
scouring,1,1.0,1057,9.708893,9.708893,true,false,58
porous,1,1.0,3711,8.453703,8.453703,true,false,58
unbonded,175,6.164786,56,12.629978,77.861109,true,false,55
tipcorner,19,3.944439,0,16.673029,65.765745,false,false,55
duct,329,6.796058,3456,8.524872,57.935526,true,false,55
contaiment,13,3.564949,1,15.979882,56.967469,true,true,55
chafing,62,5.127134,330,10.870911,55.736619,true,false,55
bolt,360,6.886104,9233,7.542381,51.937622,true,false,55
cone,388,6.961005,12481,7.240986,50.404542,true,false,55
containment,123,5.812184,3989,8.381482,48.714721,true,false,55
serviceable,64,5.158883,1868,9.13987,47.151521,true,false,55
washer,45,4.806662,1260,9.533369,45.823685,true,false,55
generator,187,6.231109,13579,7.156675,44.594022,true,false,55
insulation,75,5.317488,4354,8.293949,44.102975,true,false,55
notch,87,5.465908,6630,7.873518,43.035926,true,false,55
cocking,23,4.135494,621,10.240089,42.347828,true,false,55
indicator,97,5.574711,11595,7.314613,40.776856,true,false,55
bracket,137,5.919981,19508,6.794398,40.222705,true,false,55
fault,131,5.875197,20452,6.747144,39.640803,true,false,55
shield,214,6.365976,39906,6.078722,38.696998,true,false,55
nick,341,6.831882,64920,5.592102,38.204587,true,false,55
finding,417,7.033086,89214,5.274224,37.094075,true,false,55
wire,122,5.804021,31354,6.3199,36.680832,true,false,55
defect,40,4.688879,8132,7.669344,35.960628,true,false,55
braid,18,3.890372,2059,9.042568,35.17895,true,false,55
blend,55,5.007333,18068,6.871076,34.405766,true,false,55
stage,950,7.856462,292148,4.08801,32.117293,true,false,55
core,152,6.023881,90444,5.260532,31.688814,true,false,55
tail,65,5.174387,44725,5.964719,30.863764,true,false,55
fluorescent,13,3.564949,4171,8.336878,29.720548,true,false,55
shutoff,5,2.609438,221,11.270352,29.409283,true,false,55
debris,22,4.091042,16927,6.936305,28.376716,true,false,55
ingnition,2,1.693147,0,16.673029,28.229892,false,false,55
dome,25,4.218876,24142,6.581279,27.765599,true,false,55
terminal,40,4.688879,51688,5.820029,27.289413,true,false,55
unison,9,3.197225,3656,8.46863,27.076114,true,false,55
root,29,4.367296,37058,6.152762,26.870933,true,false,55
frame,43,4.7612,64458,5.599244,26.659122,true,false,55
checklist,11,3.397895,7659,7.729262,26.263222,true,false,55
tension,21,4.044522,28926,6.400498,25.886959,true,false,55
preservation,25,4.218876,48447,5.884783,24.827167,true,false,55
rod,17,3.833213,29273,6.388574,24.488767,true,false,55
component,24,4.178054,54946,5.758905,24.061013,true,false,55
acoustic,20,3.995732,48353,5.886725,23.521776,true,false,55
eroded,7,2.94591,8237,7.656516,22.555408,true,false,55
blanket,6,2.791759,6779,7.851297,21.918931,true,false,55
authority,37,4.610918,152583,4.737558,21.844493,true,false,55
disk,8,3.079442,16220,6.978967,21.491321,true,false,55
inspect,5,2.609438,5652,8.033087,20.961842,true,false,55
bypassed,5,2.609438,6117,7.954038,20.755569,true,false,55
protrusion,3,2.098612,1080,9.687387,20.33007,true,false,55
quad,5,2.609438,8357,7.642054,19.941467,true,false,55
booth,6,2.791759,18469,6.849126,19.121112,true,false,55
locking,4,2.386294,6343,7.917764,18.894116,true,false,55
plugs,3,2.098612,2623,8.800574,18.468992,true,false,55
port,16,3.772589,139793,4.825104,18.203132,true,false,55
barrel,5,2.609438,17541,6.900676,18.006885,true,false,55
failure,11,3.397895,97658,5.183792,17.613982,true,false,55
ground,21,4.044522,246287,4.258772,17.224699,true,false,55
structural,6,2.791759,43170,6.000105,16.750849,true,false,55
leakge,1,1.0,0,16.673029,16.673029,false,false,55
hoseclamp,1,1.0,0,16.673029,16.673029,false,false,55
oilcover,1,1.0,0,16.673029,16.673029,false,false,55
surfaceprotection,1,1.0,0,16.673029,16.673029,false,false,55
lekkage,1,1.0,0,16.673029,16.673029,false,false,55
crancking,1,1.0,0,16.673029,16.673029,false,false,55
drainline,1,1.0,0,16.673029,16.673029,false,false,55
innersurface,1,1.0,0,16.673029,16.673029,false,false,55
concaveside,1,1.0,0,16.673029,16.673029,false,false,55
servicability,1,1.0,0,16.673029,16.673029,false,false,55
housimg,1,1.0,0,16.673029,16.673029,false,false,55
insideconnector,1,1.0,0,16.673029,16.673029,false,false,55
ingition,1,1.0,0,16.673029,16.673029,false,false,55
ignieter,1,1.0,0,16.673029,16.673029,false,false,55
cicumferential,1,1.0,0,16.673029,16.673029,false,false,55
worksope,1,1.0,0,16.673029,16.673029,false,false,55
frontbrake,1,1.0,0,16.673029,16.673029,false,false,55
connectpoint,1,1.0,0,16.673029,16.673029,false,false,55
geconformeerd,1,1.0,0,16.673029,16.673029,false,false,55
dectector,1,1.0,0,16.673029,16.673029,false,false,55
supplyfilter,1,1.0,0,16.673029,16.673029,false,false,55
pinsbolt,1,1.0,0,16.673029,16.673029,false,false,55
ratchet,2,1.693147,1198,9.583786,16.22676,true,false,55
switching,4,2.386294,21074,6.717186,16.029183,true,false,55
protusion,1,1.0,1,15.979882,15.979882,true,true,55
builup,1,1.0,1,15.979882,15.979882,true,true,55
fualt,1,1.0,1,15.979882,15.979882,true,true,55
overhang,2,1.693147,1466,9.382054,15.885198,true,false,55
zone,8,3.079442,110754,5.057953,15.575671,true,false,55
labirinth,1,1.0,3,15.286735,15.286735,true,true,55
assembley,1,1.0,3,15.286735,15.286735,true,true,55
beam,4,2.386294,29396,6.384381,15.235012,true,false,55
distress,3,2.098612,13929,7.131229,14.965684,true,false,55
findings,4,2.386294,34933,6.211813,14.823214,true,false,55
recoat,1,1.0,8,14.475804,14.475804,true,false,55
channel,8,3.079442,161675,4.679679,14.410799,true,false,55
flex,2,1.693147,4108,8.352094,14.141324,true,false,55
roughedge,1,1.0,12,14.10808,14.10808,true,false,55
rotation,3,2.098612,22985,6.630388,13.914614,true,false,55
sheild,1,1.0,25,13.414932,13.414932,true,false,55
hardware,3,2.098612,30295,6.354258,13.335124,true,false,55
chaffing,1,1.0,30,13.239042,13.239042,true,false,55
packing,2,1.693147,7381,7.766229,13.149369,true,false,55
unthreaded,1,1.0,37,13.035443,13.035443,true,false,55
foil,2,1.693147,9077,7.55942,12.79921,true,false,55
union,8,3.079442,375025,3.838278,11.819754,true,false,55
manhandling,1,1.0,148,11.669083,11.669083,true,false,55
strike,3,2.098612,67518,5.552865,11.65331,true,false,55
cluster,2,1.693147,25229,6.53724,11.068509,true,false,55
config,1,1.0,331,10.867894,10.867894,true,false,55
familiarization,1,1.0,431,10.604603,10.604603,true,false,55
granule,1,1.0,469,10.520296,10.520296,true,false,55
delta,2,1.693147,37810,6.132674,10.383519,true,false,55
conformance,1,1.0,889,9.881807,9.881807,true,false,55
separator,1,1.0,1212,9.572177,9.572177,true,false,55
rework,1,1.0,1667,9.253648,9.253648,true,false,55
graze,1,1.0,2151,8.998876,8.998876,true,false,55
bead,1,1.0,2174,8.988245,8.988245,true,false,55
conformation,1,1.0,2566,8.822536,8.822536,true,false,55
override,1,1.0,3366,8.551251,8.551251,true,false,55
molten,1,1.0,3376,8.548286,8.548286,true,false,55
mass,2,1.693147,158942,4.696728,7.952252,true,false,55
fade,1,1.0,7652,7.730176,7.730176,true,false,55
elbow,1,1.0,9077,7.55942,7.55942,true,false,55
regulating,1,1.0,10909,7.375594,7.375594,true,false,55
crater,1,1.0,12432,7.244919,7.244919,true,false,55
jacket,1,1.0,12793,7.216297,7.216297,true,false,55
film,3,2.098612,569712,3.420141,7.17755,true,false,55
modification,1,1.0,18565,6.843942,6.843942,true,false,55
capped,1,1.0,21835,6.681714,6.681714,true,false,55
log,1,1.0,27087,6.466183,6.466183,true,false,55
requirement,1,1.0,34587,6.221767,6.221767,true,false,55
firing,1,1.0,35430,6.197686,6.197686,true,false,55
balance,1,1.0,53235,5.790539,5.790539,true,false,55
window,1,1.0,67749,5.549449,5.549449,true,false,55
sector,1,1.0,77339,5.417062,5.417062,true,false,55
capacity,1,1.0,138122,4.837129,4.837129,true,false,55
profile,1,1.0,195481,4.489805,4.489805,true,false,55
band,1,1.0,309941,4.028888,4.028888,true,false,55
cavity,4,2.386294,8021,7.683086,18.334104,true,false,52
indentation,1,1.0,1014,9.750385,9.750385,true,false,52
track,1,1.0,407009,3.756436,3.756436,true,false,52
coating,582,7.36647,6731,7.858401,57.888681,true,false,50
blade,1503,8.315218,19593,6.79005,56.46075,true,false,50
booster,88,5.477337,5125,8.130948,44.535941,true,false,50
starter,288,6.66296,23986,6.587762,43.893995,true,false,50
rub,51,4.931826,2849,8.717955,42.995432,true,false,50
fan,758,7.630683,73303,5.470658,41.744862,true,false,50
buildup,56,5.025352,5238,8.109143,40.751295,true,false,50
mount,1200,8.090077,116285,5.009221,40.524982,true,false,50
dim,53,4.970292,5445,8.070392,40.112205,true,false,50
link,666,7.50129,86503,5.305083,39.794964,true,false,50
flow,471,7.154858,67226,5.557199,39.760968,true,false,50
dimensional,154,6.036953,25556,6.524362,39.387266,true,false,50
deviation,46,4.828641,6047,7.965546,38.462765,true,false,50
plate,176,6.170484,47882,5.896513,36.38434,true,false,50
heater,20,3.995732,2426,8.878618,35.476579,true,false,50
shafing,3,2.098612,0,16.673029,34.990223,false,false,50
indication,56,5.025352,16551,6.958767,34.97025,true,false,50
chip,47,4.850148,19769,6.781108,32.889375,true,false,50
groove,34,4.526361,15060,7.053165,31.925168,true,false,50
flaking,6,2.791759,447,10.568236,29.503972,true,false,50
cradle,16,3.772589,7361,7.768942,29.309023,true,false,50
burnmark,2,1.693147,0,16.673029,28.229892,false,false,50
destructive,18,3.890372,13924,7.131588,27.744528,true,false,50
interval,17,3.833213,13737,7.145108,27.388723,true,false,50
reference,103,5.634729,148214,4.76661,26.858554,true,false,50
looseness,4,2.386294,256,11.123953,26.545026,true,false,50
serial,29,4.367296,42778,6.009226,26.244069,true,false,50
play,373,6.921578,458615,3.63706,25.174198,true,false,50
switch,21,4.044522,40635,6.060619,24.512311,true,false,50
control,140,5.941642,318314,4.002232,23.779832,true,false,50
disconnect,5,2.609438,2273,8.943733,23.338117,true,false,50
metallic,9,3.197225,13570,7.157338,22.883618,true,false,50
residue,6,2.791759,5953,7.98121,22.28162,true,false,50
tag,10,3.302585,21611,6.692025,22.100982,true,false,50
digital,38,4.637586,152951,4.735149,21.959664,true,false,50
bench,13,3.564949,37451,6.142214,21.89668,true,false,50
radius,8,3.079442,16686,6.950644,21.404101,true,false,50
hang,8,3.079442,18846,6.82892,21.02926,true,false,50
software,18,3.890372,83965,5.334862,20.754595,true,false,50
corrective,4,2.386294,3050,8.649804,20.640979,true,false,50
unscheduled,3,2.098612,1226,9.560701,20.064206,true,false,50
flake,3,2.098612,1584,9.304689,19.526935,true,false,50
thickness,5,2.609438,12457,7.242911,18.899926,true,false,50
tightening,3,2.098612,2220,8.967316,18.81892,true,false,50
regulation,8,3.079442,45207,5.954,18.334994,true,false,50
rating,9,3.197225,72460,5.482225,17.527905,true,false,50
detection,5,2.609438,22756,6.640401,17.327714,true,false,50
marking,6,2.791759,36479,6.168509,17.220995,true,false,50
trough,3,2.098612,4911,8.173592,17.153202,true,false,50
integrated,8,3.079442,68278,5.541671,17.065253,true,false,50
adjustable,3,2.098612,5392,8.080172,16.957148,true,false,50
nodeviation,1,1.0,0,16.673029,16.673029,false,false,50
clearnace,1,1.0,0,16.673029,16.673029,false,false,50
completionkit,1,1.0,0,16.673029,16.673029,false,false,50
concavesurface,1,1.0,0,16.673029,16.673029,false,false,50
bypasst,1,1.0,0,16.673029,16.673029,false,false,50
crackat,1,1.0,0,16.673029,16.673029,false,false,50
varnisch,1,1.0,0,16.673029,16.673029,false,false,50
fromvalvs,1,1.0,0,16.673029,16.673029,false,false,50
restraint,3,2.098612,6445,7.901814,16.582844,true,false,50
notches,2,1.693147,1283,9.515293,16.110792,true,false,50
blistering,2,1.693147,1712,9.227027,15.622715,true,false,50
sperical,1,1.0,8,14.475804,14.475804,true,false,50
cell,5,2.609438,70571,5.50864,14.374454,true,false,50
symptom,2,1.693147,4564,8.246855,13.963139,true,false,50
bar,6,2.791759,122052,4.960818,13.849411,true,false,50
defective,2,1.693147,5375,8.083329,13.686266,true,false,50
anchor,3,2.098612,29590,6.377803,13.384536,true,false,50
section,8,3.079442,250166,4.243145,13.066517,true,false,50
conform,2,1.693147,8355,7.642294,12.939528,true,false,50
humidity,2,1.693147,8697,7.602181,12.87161,true,false,50
retention,2,1.693147,10111,7.451551,12.616572,true,false,50
disfiguration,1,1.0,64,12.498642,12.498642,true,false,50
signal,3,2.098612,58554,5.695307,11.952242,true,false,50
suspect,2,1.693147,21825,6.682172,11.3139,true,false,50
pocket,2,1.693147,25512,6.526085,11.049623,true,false,50
lease,2,1.693147,26670,6.481697,10.974467,true,false,50
shoulder,2,1.693147,31710,6.30861,10.681405,true,false,50
stem,2,1.693147,35982,6.182227,10.46742,true,false,50
swab,1,1.0,527,10.403933,10.403933,true,false,50
screwdriver,1,1.0,826,9.955224,9.955224,true,false,50
shell,2,1.693147,52134,5.811437,9.839618,true,false,50
locator,1,1.0,1314,9.491437,9.491437,true,false,50
shank,1,1.0,1706,9.230536,9.230536,true,false,50
weight,2,1.693147,85786,5.313406,8.996379,true,false,50
restrain,1,1.0,3024,8.658363,8.658363,true,false,50
bridge,2,1.693147,146116,4.780866,8.09471,true,false,50
grooves,1,1.0,6339,7.918395,7.918395,true,false,50
deficiency,1,1.0,7286,7.779182,7.779182,true,false,50
distribution,2,1.693147,193219,4.501444,7.621608,true,false,50
